uncertainty_id,fold_id,sample_id,toolchain,split_membership,codesys_flag,binary_sha256,affected_field,uncertainty_code,severity,recoverability,evidence_trace,notes,evidence_label
openplcV2_FRACT::EC4::U09b::1,fold_0,openplcV2_FRACT,OpenPLCv2,train,non_codesys,a4f60f29f9329d4f1abbaa1b171723f9f72fa0f21574d9b888fd04a74ba60dce,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_FRACT:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_FRMP_B::EC4::U09b::1,fold_0,openplcV2_FRMP_B,OpenPLCv2,train,non_codesys,3981296786698a3163b4da43d8b7824ba4d4fda5fbdbdffd56d5eec369c2d955,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_FRMP_B:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_FT_AVG::EC4::U09b::1,fold_0,openplcV2_FT_AVG,OpenPLCv2,train,non_codesys,80f83c08b56c70782baa9ae7ec2786aeb41f96d4fb4ff26de6e95e1d126221cd,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_FT_AVG:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_FT_DERIV::EC4::U09b::1,fold_0,openplcV2_FT_DERIV,OpenPLCv2,train,non_codesys,a6a8c537599c852cf5a1dae326da6c13edc0def91a1eee3cc5fe79e57cb1968e,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_FT_DERIV:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_FT_IMP::EC4::U09b::1,fold_0,openplcV2_FT_IMP,OpenPLCv2,train,non_codesys,5a0f712d25f0710e80379ce273a2348ca9d2b0fc09f55fed24611613bfab543e,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_FT_IMP:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_FT_INT::EC4::U09b::1,fold_0,openplcV2_FT_INT,OpenPLCv2,train,non_codesys,e173b10b2d69714dba05dc7eb3306694fee577b335052b430ad6f5bebaeded27,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_FT_INT:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_FT_MIN_MAX::EC4::U09b::1,fold_0,openplcV2_FT_MIN_MAX,OpenPLCv2,train,non_codesys,4e63a4bffae9dc31fa55f322683e4823ebaf3120955e706d5906d5caa75b6796,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_FT_MIN_MAX:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_FT_PD::EC4::U09b::1,fold_0,openplcV2_FT_PD,OpenPLCv2,train,non_codesys,3c4cd55f296353adbfda6c533e65c998903746f9d852a425a7631b80dcb76c1b,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_FT_PD:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_FT_PDT1::EC4::U09b::1,fold_0,openplcV2_FT_PDT1,OpenPLCv2,train,non_codesys,8efc061350bef95a213d9a3360c77fb02b487480eb30b1cf7cb4d44de9429a05,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_FT_PDT1:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_FT_PI::EC4::U09b::1,fold_0,openplcV2_FT_PI,OpenPLCv2,train,non_codesys,8a3e9604c899e73a683a27ab9ab1bf33f2abea54151a176b812dd2597e0d1307,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_FT_PI:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_FT_PID::EC4::U09b::1,fold_0,openplcV2_FT_PID,OpenPLCv2,train,non_codesys,c17c987ed90a92fcefa9400a824355a1d675f610ffbda15f5bf620bdef76ad72,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_FT_PID:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_FT_PIDW::EC4::U09b::1,fold_0,openplcV2_FT_PIDW,OpenPLCv2,test,non_codesys,6892dd53852763b0b057fe5f3f0cc58157f8dcb3726fbb3c9570c4968a4eeb24,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_FT_PIDW:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_FT_PIDWL::EC4::U09b::1,fold_0,openplcV2_FT_PIDWL,OpenPLCv2,train,non_codesys,9cb8ebe3046efc39adf7f7fbb5084cbede79c8d1412a23cfeeb820c3b1c01b6a,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_FT_PIDWL:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_FT_PIW::EC4::U09b::1,fold_0,openplcV2_FT_PIW,OpenPLCv2,train,non_codesys,c34243a86ada63e882bc1131b060c49a60631c5763c8ecb7d9656b3de70de949,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_FT_PIW:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_FT_PIWL::EC4::U09b::1,fold_0,openplcV2_FT_PIWL,OpenPLCv2,train,non_codesys,1ce4d90888897f321087ae41851f66a2d488f4fd12eb3f33b0f128a247d1b348,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_FT_PIWL:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_FT_PROFILE::EC4::U09b::1,fold_0,openplcV2_FT_PROFILE,OpenPLCv2,train,non_codesys,1c67435703f39d68142c84914316b2af62a309c6889d36a9944c00f833b73d85,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_FT_PROFILE:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_FT_PT1::EC4::U09b::1,fold_0,openplcV2_FT_PT1,OpenPLCv2,train,non_codesys,e091897ff4ce71b2ef0b9504711177e59c528485439998ec2db85e1509e3d4a4,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_FT_PT1:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_FT_PT2::EC4::U09b::1,fold_0,openplcV2_FT_PT2,OpenPLCv2,train,non_codesys,ec149bf33b5cd732e9e53cc7bf5f05f5eadd96c139477831a003632eae4610f5,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_FT_PT2:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_FT_TN16::EC4::U09b::1,fold_0,openplcV2_FT_TN16,OpenPLCv2,train,non_codesys,8dd7c7eb8c08ab14fce2c12d30b272d19175443426f801eae1c780042974648d,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_FT_TN16:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_FT_TN64::EC4::U09b::1,fold_0,openplcV2_FT_TN64,OpenPLCv2,train,non_codesys,1b13274faaad85bcb59b3033578658915cdc648cd3c066535b9c825f72891c21,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_FT_TN64:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_FT_TN8::EC4::U09b::1,fold_0,openplcV2_FT_TN8,OpenPLCv2,train,non_codesys,7619f5defc82264f122f49dab2027ad4e4ea2e608354e6879c9e9320326dd172,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_FT_TN8:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_F_LAMP::EC4::U09b::1,fold_0,openplcV2_F_LAMP,OpenPLCv2,train,non_codesys,89824a14349771659fb872ce06fec42a50d4bf0f0ee0243841183c27545f1d5b,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_F_LAMP:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_F_LIN::EC4::U09b::1,fold_0,openplcV2_F_LIN,OpenPLCv2,test,non_codesys,13654db209530af4711f8baa4b8a6030adbd9b385f541d29fa9ee69128d944e0,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_F_LIN:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_F_LIN2::EC4::U09b::1,fold_0,openplcV2_F_LIN2,OpenPLCv2,train,non_codesys,2d6329a292805e7f371ebc8f00bd1a0ebde17e7510e25e6aff735c80b835ab72,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_F_LIN2:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_F_POLY::EC4::U09b::1,fold_0,openplcV2_F_POLY,OpenPLCv2,train,non_codesys,49b000fa6d40bb80f42a4865b7ca584162ca808382b090804aad553331fc909e,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_F_POLY:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_F_POWER::EC4::U09b::1,fold_0,openplcV2_F_POWER,OpenPLCv2,train,non_codesys,799122665f63051bfd44000de616d058dd8309fdd1060138f6cfca137583747c,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_F_POWER:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_F_QUAD::EC4::U09b::1,fold_0,openplcV2_F_QUAD,OpenPLCv2,train,non_codesys,296151e390b2ad64718a5f5e6a43e1bd574a7dbb755370e1a2fc6bdd2e86f1db,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_F_QUAD:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_F_TO_C::EC4::U09b::1,fold_0,openplcV2_F_TO_C,OpenPLCv2,train,non_codesys,3c56dc106d48ae79d47e50550be78a82903f2f7eea15355ea76864f5e255c4ee,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_F_TO_C:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_F_TO_OM::EC4::U09b::1,fold_0,openplcV2_F_TO_OM,OpenPLCv2,train,non_codesys,e473651b55bba5c7cf6d92497c8b51fb6678be03b863eefe888d0c8f89d7d43c,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_F_TO_OM:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_F_TO_PT::EC4::U09b::1,fold_0,openplcV2_F_TO_PT,OpenPLCv2,train,non_codesys,474964469829ba5f061e3d58fd5440e7749734baa7d1551a377058a23fcb36fd,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_F_TO_PT:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_GAMMA::EC4::U09b::1,fold_0,openplcV2_GAMMA,OpenPLCv2,train,non_codesys,c69351e188bed3b9d41f9e2fe796b4ec8a8e08aa20146b056d0ef8785e2cf910,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_GAMMA:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_GAUSS::EC4::U09b::1,fold_0,openplcV2_GAUSS,OpenPLCv2,test,non_codesys,a065417b94f7a13e63a1a58183a02ea89c551071d2b00672c82950e5376c7782,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_GAUSS:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_GAUSSCD::EC4::U09b::1,fold_0,openplcV2_GAUSSCD,OpenPLCv2,train,non_codesys,b263003814835c694981e3c1eb44244b74e8daf0155abf3c128a16f1c727845b,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_GAUSSCD:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_GCD::EC4::U09b::1,fold_0,openplcV2_GCD,OpenPLCv2,train,non_codesys,a0bd8d3077df849a99e3aed78e721c99a93d93e7bd4ccef9726bb977318d7064,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_GCD:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_GDF::EC4::U09b::1,fold_0,openplcV2_GDF,OpenPLCv2,train,non_codesys,d5f07153a37def592bbb9775cea99f7c276c6febf82f4dcaf2fa39fa6e8e4ce2,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_GDF:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_GEN_BIT::EC4::U09b::1,fold_0,openplcV2_GEN_BIT,OpenPLCv2,test,non_codesys,b687aade80487a0086cc33de17366798e35825043c0be578c51f7aa2134dc52b,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_GEN_BIT:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_GEN_PULSE::EC4::U09b::1,fold_0,openplcV2_GEN_PULSE,OpenPLCv2,train,non_codesys,4e9a454014d16593a008f22d790313a8aa1859e519adfa1c157de47e39bd09f6,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_GEN_PULSE:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_GEN_PW2::EC4::U09b::1,fold_0,openplcV2_GEN_PW2,OpenPLCv2,train,non_codesys,79d9c4be3445eb7e954410accec7b8c23bdc979db8168adfd36227385b8242f4,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_GEN_PW2:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_GEN_RDM::EC4::U09b::1,fold_0,openplcV2_GEN_RDM,OpenPLCv2,train,non_codesys,0fa4ecffc8059275750a1ec9cebbaa43d24927dfdd6027885e75b246ddbe9926,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_GEN_RDM:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_GEN_RDT::EC4::U09b::1,fold_0,openplcV2_GEN_RDT,OpenPLCv2,train,non_codesys,abbf8f2366aa6170b3727dbac7bc201a127601d40045e351f1e8f4cd987b5400,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_GEN_RDT:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_GEN_SQ::EC4::U09b::1,fold_0,openplcV2_GEN_SQ,OpenPLCv2,train,non_codesys,8d5bfe5e572e4bd0c951986f1279ad6327b15b7a5589c76ebd286c75ba857d68,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_GEN_SQ:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_GEO_TO_DEG::EC4::U09b::1,fold_0,openplcV2_GEO_TO_DEG,OpenPLCv2,test,non_codesys,81a7fb9cccf1622b1fbc9cdfd6b57e672bb3ce5e046a02794e63e15329f00c8b,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_GEO_TO_DEG:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_GOLD::EC4::U09b::1,fold_0,openplcV2_GOLD,OpenPLCv2,train,non_codesys,decaf8c72054794dc618bab5bda4c68fd189ff97d0ed18b6600ad98e1edba2b8,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_GOLD:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_GRAY_TO_BYTE::EC4::U09b::1,fold_0,openplcV2_GRAY_TO_BYTE,OpenPLCv2,train,non_codesys,f0920a288a3c76e45c283b210e690178896fbbe6925a910004d0fc72ffae86d7,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_GRAY_TO_BYTE:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_HEAT_INDEX::EC4::U09b::1,fold_0,openplcV2_HEAT_INDEX,OpenPLCv2,train,non_codesys,4deb38a31abfe92be6c4d98713565ebb348ba9b58a226e0360196ff926f209c9,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_HEAT_INDEX:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_HEAT_TEMP::EC4::U09b::1,fold_0,openplcV2_HEAT_TEMP,OpenPLCv2,train,non_codesys,ced2818636c8f78aaeb731dd3422d44dc96dff8c31ab45becbe9eb34bc37c8fe,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_HEAT_TEMP:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_HOLIDAY::EC4::U09b::1,fold_0,openplcV2_HOLIDAY,OpenPLCv2,train,non_codesys,44f9d88618390e462c0b8af6c782129ae2cf0135372978feb62c7942f3849438,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_HOLIDAY:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_HOUR::EC4::U09b::1,fold_0,openplcV2_HOUR,OpenPLCv2,train,non_codesys,7829528b91565b2696d10bf65f6f98b4f4e8857db774861a5bdc1280908cd145,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_HOUR:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_HOUR_OF_DT::EC4::U09b::1,fold_0,openplcV2_HOUR_OF_DT,OpenPLCv2,train,non_codesys,e05d5cd6d1af54e040f2dcf9ed87d9ddd12779438e55dce7e0d78aa223ee1ca3,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_HOUR_OF_DT:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_HOUR_TO_TIME::EC4::U09b::1,fold_0,openplcV2_HOUR_TO_TIME,OpenPLCv2,train,non_codesys,cdead32c35b5caea64e6c346db9904d2dc823d67d04722c0522fde222030440b,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_HOUR_TO_TIME:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_HOUR_TO_TOD::EC4::U09b::1,fold_0,openplcV2_HOUR_TO_TOD,OpenPLCv2,train,non_codesys,d6bf8970c9662fde70ec29b1c687efea8379d8836d23a985ed3d9da1415f7d29,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_HOUR_TO_TOD:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_HYPOT::EC4::U09b::1,fold_0,openplcV2_HYPOT,OpenPLCv2,train,non_codesys,49313c7f8d883a308a940cba2b201e6a5a31587171290b86c8dbec65496947e5,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_HYPOT:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_HYST::EC4::U09b::1,fold_0,openplcV2_HYST,OpenPLCv2,train,non_codesys,38c10117c6763c94d88b1c210374b4a7fd5d2fa698e879fdc615cadb0d5c6f74,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_HYST:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_HYST_1::EC4::U09b::1,fold_0,openplcV2_HYST_1,OpenPLCv2,test,non_codesys,d7f493ddcd2d65ae08dbf620b4ecf51e4921a302fd9b2e452eba007f35e82d38,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_HYST_1:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_HYST_2::EC4::U09b::1,fold_0,openplcV2_HYST_2,OpenPLCv2,train,non_codesys,58639ce8636c96d25dce8d2fbbafde8bc3a1cb473b9c9cfc63bbd865383909bf,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_HYST_2:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_HYST_3::EC4::U09b::1,fold_0,openplcV2_HYST_3,OpenPLCv2,train,non_codesys,3066e16d732dbefa5a8a82f0e547677aebab7fc527e75afe0b8aed2b94304d33,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_HYST_3:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_INC::EC4::U09b::1,fold_0,openplcV2_INC,OpenPLCv2,train,non_codesys,12ba7272da4f92788d52c2d9c8dda4b8e965bc1065370f3f2123a2d4feb80f17,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_INC:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_INC1::EC4::U09b::1,fold_0,openplcV2_INC1,OpenPLCv2,train,non_codesys,795f40f389205c7d93d6c1d0ccdd987c0277d8618dec03e31652f27d4bba4df4,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_INC1:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_INC2::EC4::U09b::1,fold_0,openplcV2_INC2,OpenPLCv2,train,non_codesys,1108ac0864ab8445ebc2a73bc18dda04c74f0faedc5340cdff0a2e34cdbc4549,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_INC2:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_INC_DEC::EC4::U09b::1,fold_0,openplcV2_INC_DEC,OpenPLCv2,train,non_codesys,6f35d0c6be28f3d441c7a44fd291c8f09fffd356d36287500ffc3093f76c357d,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_INC_DEC:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_INSERT250::EC4::U09b::1,fold_0,openplcV2_INSERT250,OpenPLCv2,train,non_codesys,90946c52df6d30be0e49cce1782e37632298d5f9ecb2bc47808815b0a4867c33,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_INSERT250:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_INTEGRATE::EC4::U09b::1,fold_0,openplcV2_INTEGRATE,OpenPLCv2,train,non_codesys,444e549d80514177e5e559d17271702db237d87ac134bececd4f6d8a139d46b1,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_INTEGRATE:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_INTERLOCK::EC4::U09b::1,fold_0,openplcV2_INTERLOCK,OpenPLCv2,train,non_codesys,70d6cdf360632e4031e9ed3eb81cb0945f9a2a613ee534cdfeae5e1856a63629,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_INTERLOCK:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_INTERLOCK_4::EC4::U09b::1,fold_0,openplcV2_INTERLOCK_4,OpenPLCv2,train,non_codesys,1709f91d067712e8cd54a3635ce5bb84d26ad3311e2a95395d145474c779c3bb,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_INTERLOCK_4:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_INT_TO_BCDC::EC4::U09b::1,fold_0,openplcV2_INT_TO_BCDC,OpenPLCv2,train,non_codesys,9ac4c861d4f3b8ab02787815eeb39c7efe81eaf4acc3dd764c70a20d58752344,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_INT_TO_BCDC:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_INT_TO_TIME::EC4::U09b::1,fold_0,openplcV2_INT_TO_TIME,OpenPLCv2,test,non_codesys,41e784a134103caabb5eb043e06d91d09135a1d71e57103521965b161ce0ecaf,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_INT_TO_TIME:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_INV::EC4::U09b::1,fold_0,openplcV2_INV,OpenPLCv2,train,non_codesys,befbd5ac6b45828e3542d8e52ebe348a37b27c512a139c5ee59787354fedf183,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_INV:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_IP4_CHECK::EC4::U09b::1,fold_0,openplcV2_IP4_CHECK,OpenPLCv2,train,non_codesys,07dd9b07f211c6b6fd153fe42f3750f8ef9f894c119560ab10ac363ecbf5782f,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_IP4_CHECK:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
openplcV2_IP4_TO_STRING::EC4::U09b::1,fold_0,openplcV2_IP4_TO_STRING,OpenPLCv2,train,non_codesys,54289f7fed83f2737a2be41aa6dd569a8498a3f6f9fd41b8237a9024e22a6112,EC4,U09b,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:openplcV2_IP4_TO_STRING:EC4,state adapter attempted but only context-only cyclic-program evidence matched,DERIVED_EVIDENCE
