sample_id,program_name,toolchain,fold_id,source_match_status,source_file_count,source_paths_rel,source_sha256,source_function_block_names,source_function_names,source_program_names,source_oracle_function_block,production_sa001_positive,ungated_pattern_positive,ungated_confusion_category,oracle_definition,rule_definition,evidence_label,uncertainty_reason
openplcV3_NET_VAR_BOOL8,NET_VAR_BOOL8,OpenPLCv3,fold_2,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/NET_VAR_BOOL8.ST,e1c96fc3ae8217e5424c48c1318b9626e1b63efb1985dd1fb50e4c54208d47ae,BYTE_TO_BITS_Block;NET_VAR_BOOL8_Block,BIT_OF_DWORD;BYTE_OF_BIT,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_NET_VAR_BUFFER,NET_VAR_BUFFER,OpenPLCv3,fold_3,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/NET_VAR_BUFFER.ST,eebd0420f54c339ef14b746d764ec1dc45638496497fe58980792034aee5cda8,NET_VAR_BUFFER_Block,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_NET_VAR_DWORD8,NET_VAR_DWORD8,OpenPLCv3,fold_4,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/NET_VAR_DWORD8.ST,fd862f59e93649c03853169875181b0ca1cdccf0b4b3b0f2ac3bab1ba7e8eff5,NET_VAR_DWORD8_Block,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_OFFSET,OFFSET,OpenPLCv3,fold_7,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/OFFSET.ST,6662aa89c5e9c5bd3c71b2c6c27862302b789520db3e50aefc77abe662da45fe,,_OFFSET,instance0;program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_OFFSET2,OFFSET2,OpenPLCv3,fold_8,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/OFFSET2.ST,6b686db60c705aa458129128ef82796acf0cafd5db748d783c55b5011f3be0b7,,OFFSET2,instance0;program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_OM_TO_F,OM_TO_F,OpenPLCv3,fold_5,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/OM_TO_F.ST,f4008f1222b0f297a3b1241e23189cf40ad16ebfb461de4fb32ea02da88c5c21,,OM_TO_F,instance0;program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_ONTIME,ONTIME,OpenPLCv3,fold_3,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/ONTIME.ST,282836361a6dd711424a551159c6afef4a3e076efdfd2627dccb8427b9fc5e9e,ONTIME_Block;T_PLC_MS_block,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_OSCAT_VERSION,OSCAT_VERSION,OpenPLCv3,fold_9,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/OSCAT_VERSION.ST,4637c3c6d7c2e2b13d228e6d55afc6de0f8e1feec0abca90e76a82004e62d2e9,,OSCAT_VERSION;SET_DATE;_INT_TO_UDINT,instance0;program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_PARITY,PARITY,OpenPLCv3,fold_9,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/PARITY.ST,81d9896819df418ec9d8403a441b0279dec73deb0fbd7c0e296e4f82d19a93bb,,BIT_OF_DWORD;PARITY,instance0;program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_PARSET,PARSET,OpenPLCv3,fold_3,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/PARSET.ST,753f7c643e8fcf4ecf6be069245c76775c37ef1f4a9ce95a0106aad9314b17bc,PARSET_Block;T_PLC_MS_block,BIT_LOAD_B;BIT_OF_DWORD;TIME_TO_UDINT2;_BYTE_TO_INT,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_PARSET2,PARSET2,OpenPLCv3,fold_4,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/PARSET2.ST,88b8411b525e90a7894b710c3249d05c8b190c7e054eff4c675e3ade4180bda7,PARSET2_Block;PARSET_Block;T_PLC_MS_block,BIT_LOAD_B;BIT_OF_DWORD;TIME_TO_UDINT2;_BYTE_TO_INT,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_PERIOD,PERIOD,OpenPLCv3,fold_3,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/PERIOD.ST,a917e980788931966170bd6c068dc50b6e26eb45573dc6372530665e7d65a387,,DAY_OF_YEAR;LEAP_OF_DATE;PERIOD,instance0;program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_PERIOD2,PERIOD2,OpenPLCv3,fold_4,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/PERIOD2.ST,8f7bb3a3928e469ff058746b8a780cc14b66e9169c68dc36ebc148e13b29ecef,PERIOD2_Block,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_POLYNOM_INT,POLYNOM_INT,OpenPLCv3,fold_0,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/POLYNOM_INT.ST,9904a48a64faaf6c49bb1c5e871c519f473725da779abe050da560f12723c6ce,POLYNOM_INT_Block,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_PRESSURE,PRESSURE,OpenPLCv3,fold_6,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/PRESSURE.ST,6fae2066a87047990bb36fb82075d401807ce6b66972e0cc6ecec45c11ffbe44,PRESSURE_Block,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_PT_TO_F,PT_TO_F,OpenPLCv3,fold_7,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/PT_TO_F.ST,572b356676bc7fc3350e54ce4c516c04bcf4dff0f5d23c504adb754bbeace8df,,PT_TO_F;_DWORD_TO_REAL,instance0;program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_PULSE_LENGTH,PULSE_LENGTH,OpenPLCv3,fold_6,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/PULSE_LENGTH.ST,64ea60fd9b07a4cdc28055ac70c97b2f24f6dc10e7676c4192a98b5677045198,PULSE_LENGTH_Block;T_PLC_MS_block,UDINT_TO_TIME2,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_PULSE_T,PULSE_T,OpenPLCv3,fold_7,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/PULSE_T.ST,a0aa57773cf4ac893555014f12abb8ddb2110f5791aac3955c02c27c2a3b8d2b,PULSE_T_Block;T_PLC_MS_block,UDINT_TO_TIME2,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_PWM_DC,PWM_DC,OpenPLCv3,fold_0,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/PWM_DC.ST,3e9200e7f6e264fd4189f641900e7b69dc977f8f3924b838401d0a5bd7067f58,CLK_PRG;PWM_DC;TP_X;T_PLC_MS_block,REAL_TO_TIME2;_REAL_TO_UDINT,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_PWM_PW,PWM_PW,OpenPLCv3,fold_1,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/PWM_PW.ST,ca38011a868822dfd937acb433286b5e5923a70bb00709dd49dc3c0a773a8816,CLK_PRG_Block;PWM_PW_Block;TP_X_Block;T_PLC_MS_Block,UDINT_TO_TIME2,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_R2_ABS,R2_ABS,OpenPLCv3,fold_0,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/R2_ABS.ST,9f0e0084e559d1b6583d48f8664ef0bf3ca9ac34e484a4c29a7909d50f74f91b,R2_ABS_Block,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_R2_ADD,R2_ADD,OpenPLCv3,fold_1,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/R2_ADD.ST,59868bcc26b51e865416e5cf141cb9fa213297c4d15e38238c6a798cc7c483ba,R2_ADD_Block,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_R2_ADD2,R2_ADD2,OpenPLCv3,fold_2,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/R2_ADD2.ST,5eb6559dbb883515d27121f0c1a26d89b79a9b3fce78f08984a70c9492a0fe61,R2_ADD2_Block,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_R2_DIV,R2_DIV,OpenPLCv3,fold_3,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/R2_DIV.ST,b4c26df685e693ac2ac63888f55d5cd9feb9198adaa1a3f7f0b5aed69e7f50cd,R2_DIV_Block,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_R2_MUL,R2_MUL,OpenPLCv3,fold_4,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/R2_MUL.ST,bcc258370e7719b0c676a716e2c071498d3a7f86795becda56fbed585d36a756,R2_MUL_Block,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_R2_SET,R2_SET,OpenPLCv3,fold_5,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/R2_SET.ST,b843da9850461e1ded6689c79ab261ace7f8eb244ba4fc135e23c0880717cd42,R2_SET_Block,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_RAD,RAD,OpenPLCv3,fold_8,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/RAD.ST,d0efa2b69e3937092f4d9e6272ac0648c4d0061d816835461ecd9d322c50d5ec,,FLOOR2;MODR;RAD,instance0;program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_RANGE_TO_BYTE,RANGE_TO_BYTE,OpenPLCv3,fold_9,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/RANGE_TO_BYTE.ST,222f6ef4550041ca12bbedd0bdfdf1fcd10ccaa31fd586e1c77288ccba1a1601,,RANGE_TO_BYTE;TRUNC_REAL,instance0;program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_RANGE_TO_WORD,RANGE_TO_WORD,OpenPLCv3,fold_0,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/RANGE_TO_WORD.ST,7b9f6c3b2cdb54234596277767e20f64ef2cee54c980f8d24b8eaea3e437a649,,RANGE_TO_WORD;TRUNC_REAL,instance0;program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_RDM,RDM,OpenPLCv3,fold_9,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/RDM.ST,7634f20243e1d37325df91e4abf881df9c281205cb1127d4dcc3b7ae562ec440,RDM_block;T_PLC_MS_block,BIT_COUNT;BIT_LOAD_DW;BIT_OF_DWORD;D_TRUNC;FRACT;_DWORD_TO_REAL;_INT_TO_UDINT,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_RDM2,RDM2,OpenPLCv3,fold_0,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/RDM2.ST,f8433b07ae881396720f3d1db2a1696190b20e5ca9fa2e65266205b52855fee1,RDM2_Block;RDM_Block;T_PLC_MS_Block,BIT_COUNT;BIT_LOAD_DW;BIT_OF_DWORD;D_TRUNC;FRACT;_DWORD_TO_REAL;_INT_TO_UDINT;_REAL_TO_DWORD,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_RDMDW,RDMDW,OpenPLCv3,fold_1,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/RDMDW.ST,e0efe97f211aeae0b3c777c3de85dc706f84fea9cdef204822d0b18f2ff8bfe3,RDMDW_Block;RDM_Block;T_PLC_MS_Block,BIT_COUNT;BIT_LOAD_DW;BIT_OF_DWORD;D_TRUNC;FRACT;_DWORD_TO_REAL;_INT_TO_UDINT;_REAL_TO_DWORD,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_REAL_TO_FRAC,REAL_TO_FRAC,OpenPLCv3,fold_2,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/REAL_TO_FRAC.ST,ed55a464e29dfc7a5ee8c76875e2f84625b221b57def7bd04dcc0a908b1b23a2,REAL_TO_FRAC_Block,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_REAL_TO_STRF,REAL_TO_STRF,OpenPLCv3,fold_0,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/REAL_TO_STRF.ST,ac34c161301fe783ff59087f11f71762fa774f45de5cc14999808c3f5e98dd3f,REAL_TO_STRF_Block,EXP10;_REAL_TO_DINT,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_REAL_TO_TIME,REAL_TO_TIME,OpenPLCv3,fold_5,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/REAL_TO_TIME.ST,b26523e3827274adbfb8c64077fa6f3b58ac0d6922d729d6f097cee08dadecb8,,REAL_TO_TIME2;_REAL_TO_UDINT,instance0;program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_REFLECT,REFLECT,OpenPLCv3,fold_0,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/REFLECT.ST,8217c9e6bb9fdbf89562212c333ca87f09cdf23b26a60924032ab9c6f908b0f0,,REFLECT,instance0;program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_REFRACTION,REFRACTION,OpenPLCv3,fold_6,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/REFRACTION.ST,974d19162e606295fc0699dfbebf64f389b02a6bc1c9e8dfa99e763a29bee3eb,,REFRACTION,instance0;program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_REPLACE_ALL,REPLACE_ALL,OpenPLCv3,fold_1,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/REPLACE_ALL.ST,5cc3af3739a22c35fc9774f0d2303f42c44b8927bd6fe594e61e7dbd6aa6b4ba,FINDP_Block;REPLACE_ALL_Block,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_REPLACE_CHARS,REPLACE_CHARS,OpenPLCv3,fold_2,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/REPLACE_CHARS.ST,03020852cd19f1e2d4f09ac394011fe38cc3d3aac61b80a178cdae6dcecec62b,REPLACE_CHARS_Block,,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_RES_NI,RES_NI,OpenPLCv3,fold_1,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/RES_NI.ST,d1951e1bd60cac3109b39c5e8bc6ba767dc1e1d1276d7b3accee6ad870a5ea8c,,RES_NI,instance0;program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_RES_NTC,RES_NTC,OpenPLCv3,fold_2,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/RES_NTC.ST,67a5f559490623945e7619c4db36ea733cae6afa010123e9cb69c8456ffd1f2e,,RES_NTC,instance0;program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_RES_PT,RES_PT,OpenPLCv3,fold_3,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/RES_PT.ST,3ee83a49b927dbadef6ecd83d8c8ac55bcae33b5ffd2ba7e1482c556a3b6fd8d,,RES_PT,instance0;program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_RES_SI,RES_SI,OpenPLCv3,fold_4,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/RES_SI.ST,0f88ff9f813aa9566dad01a14cc521ace3bef9ce41ee159b80c1127fc63abb9e,,RES_SI,instance0;program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_REVERSE,REVERSE,OpenPLCv3,fold_1,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/REVERSE.ST,0982da1931a41ded8de204d4544454e775bcd34d0b506c865c5b0d38ba893e72,,REVERSE,instance0;program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_RMP_B,RMP_B,OpenPLCv3,fold_2,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/RMP_B.ST,9cb53c8c0cca6ed25c84f642491311ce7741e7f824d3690c7caa77b33c3ed8bc,RMP_B_Block;T_PLC_MS_block;_RMP_B,FRMP_B;TIME_TO_UDINT2,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_RMP_SOFT,RMP_SOFT,OpenPLCv3,fold_3,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/RMP_SOFT.ST,de51614043f14c1485079e1cf76056d1bdf4bfe842425efb17c0d1feb5b1eb04,RMP_SOFT_Block;T_PLC_MS_block;_RMP_B,FRMP_B;TIME_TO_UDINT2,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_RMP_W,RMP_W,OpenPLCv3,fold_4,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/RMP_W.ST,4989b01d46500c036338693a7863a8cb186ab4576961a090f0addb3a6268e2da,RMP_W;T_PLC_MS_block;_RMP_W,TIME_TO_UDINT2;_WORD_TO_DINT,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_RND,RND,OpenPLCv3,fold_3,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/RND.ST,85f311d52fa207caa8b88135103ad9824fcfcb07f2031e37e8eb173bf062df39,,BIT_OF_DWORD;CEIL;EXPN;RND;_REAL_TO_DINT,instance0;program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_ROUND,ROUND,OpenPLCv3,fold_4,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/ROUND.ST,e2269fb9bb33736fc497276ed78a3c9948715971015718daeee8953fdbd1c8f5,,ROUND;_REAL_TO_DINT,instance0;program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
openplcV3_RTC_2,RTC_2,OpenPLCv3,fold_7,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/OpenPLCv3/RTC_2.ST,df0b63cab8a41d08b69192f0a953b60bbf8248c18589ae3f627c6985dbfa22e2,RTC_2_Block;RTC_MS_Block;T_PLC_MS_Block,DST;DT_TO_DATE2;SET_DATE;SET_DT;YEAR_OF_DATE;_INT_TO_UDINT,instance0;program0,True,False,False,FN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
